claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0005060,1,BI-050269,B3,Helionis Cluster,0.907,0.589,5,5,7690859
BI-C-0005061,2,BI-050269,B3,Helionis Cluster,0.907,0.589,5,5,4251196
BI-C-0005062,1,BI-050281,A7,Zeta,0.293,0.416,4,3,1643635
BI-C-0005063,1,BI-050296,A3,Zeta,0.792,0.877,5,3,3565924
BI-C-0005064,1,BI-050298,G2,Zeta,0.589,0.495,1,1,695736
BI-C-0005065,2,BI-050298,G2,Zeta,0.589,0.495,1,1,2098319
BI-C-0005066,3,BI-050298,G2,Zeta,0.589,0.495,1,1,3420156
BI-C-0005067,4,BI-050298,G2,Zeta,0.589,0.495,1,1,6448824
BI-C-0005068,1,BI-050303,A6,Epsilon,0.226,0.183,5,1,2258892
BI-C-0005069,1,BI-050312,B8,Helionis Cluster,0.5,0.495,1,1,3617019
BI-C-0005070,1,BI-050340,B7,Helionis Cluster,0.42,0.288,5,5,26015271
BI-C-0005071,1,BI-050344,G5,Epsilon,0.506,0.455,3,3,4328431
BI-C-0005072,1,BI-050349,B1,Epsilon,0.288,0.259,4,4,1020328
BI-C-0005073,1,BI-050376,G5,Helionis Cluster,0.494,0.445,2,3,1988865
BI-C-0005074,1,BI-050382,B8,Zeta,0.739,0.606,5,1,1031871
BI-C-0005075,1,BI-050388,B8,Helionis Cluster,0.673,0.307,4,5,4460871
BI-C-0005076,2,BI-050388,B8,Helionis Cluster,0.673,0.307,4,5,6904641
BI-C-0005077,3,BI-050388,B8,Helionis Cluster,0.673,0.307,4,5,5463699
BI-C-0005078,1,BI-050394,B2,Zeta,0.4,0.438,2,3,2416141
BI-C-0005079,1,BI-050427,A8,Epsilon,0.632,0.622,1,4,1526068
BI-C-0005080,2,BI-050427,A8,Epsilon,0.632,0.622,1,4,3626528
BI-C-0005081,1,BI-050448,G8,Epsilon,0.186,0.754,3,5,13298616
BI-C-0005082,1,BI-050504,B6,Epsilon,0.907,0.359,2,2,133841
BI-C-0005083,1,BI-050507,B4,Epsilon,0.832,0.363,4,5,4702552
BI-C-0005084,2,BI-050507,B4,Epsilon,0.832,0.363,4,5,6465544
BI-C-0005085,1,BI-050521,A2,Zeta,0.882,0.436,3,2,3318371
BI-C-0005086,2,BI-050521,A2,Zeta,0.882,0.436,3,2,3200538
BI-C-0005087,3,BI-050521,A2,Zeta,0.882,0.436,3,2,2389533
BI-C-0005088,4,BI-050521,A2,Zeta,0.882,0.436,3,2,1252123
BI-C-0005089,1,BI-050523,G3,Epsilon,0.175,0.633,2,1,310865
BI-C-0005090,1,BI-050530,G7,Zeta,0.831,0.227,4,5,277145
BI-C-0005091,1,BI-050562,A6,Helionis Cluster,0.014,0.713,5,2,13015112
BI-C-0005092,1,BI-050590,A4,Helionis Cluster,0.929,0.399,1,2,5785334
BI-C-0005093,1,BI-050592,G2,Zeta,0.508,0.366,3,5,13449652
BI-C-0005094,1,BI-050606,B7,Helionis Cluster,0.065,0.291,3,2,5048116
BI-C-0005095,2,BI-050606,B7_???6134,Helionis Cluster,0.065,0.291,3,2,7449908
BI-C-0005096,3,BI-050606,B7,Helionis Cluster,0.065,0.291,3,2,1466733
BI-C-0005097,1,BI-050631,A7,Zeta,0.407,0.487,1,2,1929996
BI-C-0005098,1,BI-050642,B2,Zeta,0.796,0.485,1,2,6393423
BI-C-0005099,1,BI-050645,A5,Zeta,0.483,0.576,3,1,2550659
BI-C-0005100,2,BI-050645,A5,Zeta,0.483,0.576,3,1,1340425
BI-C-0005101,1,BI-050656,A7,Helionis Cluster,0.601,0.649,3,1,1669015
BI-C-0005102,1,BI-050659,G2,Epsilon,0.065,0.293,1,3,1835067
BI-C-0005103,1,BI-050678,G9,Zeta,0.882,0.397,4,1,955887
BI-C-0005104,1,BI-050681,B4,Zeta,0.982,0.273,4,1,1979367
BI-C-0005105,2,BI-050681,B4,Zeta,0.982,0.273,4,1,1213538
BI-C-0005106,1,BI-050698,A8,Helionis Cluster,0.528,0.708,4,2,3577571
BI-C-0005107,1,BI-050700,A5,Zeta,0.892,0.574,5,4,714911
BI-C-0005108,1,BI-050749,G5,Helionis Cluster,0.49,0.677,5,4,930368
BI-C-0005109,2,BI-050749,G5,Helionis Cluster,0.49,0.677,5,4,2512192
BI-C-0005110,1,BI-050761,A6,Epsilon,0.756,0.299,1,1,1269872
BI-C-0005111,2,BI-050761,A6,Epsilon,0.756,0.299,1,1,75021399
BI-C-0005112,3,BI-050761,A6,Epsilon,0.756,0.299,1,1,3210594
BI-C-0005113,4,BI-050761,A6,Epsilon,0.756,0.299,1,1,3573242
BI-C-0005114,1,BI-050775,B8,Helionis Cluster,0.022,0.375,2,2,16993753
BI-C-0005115,2,BI-050775,B8,Helionis Cluster_???5328,0.022,0.375,2,2,5294696
BI-C-0005116,1,BI-050782,A6,Helionis Cluster,0.593,0.557,5,1,770711
BI-C-0005117,1,BI-050799,B9,Helionis Cluster,0.944,0.942,2,1,1409216
BI-C-0005118,1,BI-050807,B2,Epsilon,0.033,0.613,5,4,1837292
BI-C-0005119,2,BI-050807,B2,Epsilon,0.033,0.613,5,4,2480786
BI-C-0005120,1,BI-050816,G6,Helionis Cluster,0.739,0.461,3,3,834710
BI-C-0005121,1,BI-050819,G5,Zeta,0.723,0.462,2,1,3230833
BI-C-0005122,2,BI-050819,G5,Zeta,0.723,0.462,2,1,601537
BI-C-0005123,1,BI-050835,G8,Helionis Cluster,0.013,0.36,2,4,3676688
BI-C-0005124,1,BI-050844,G9,Epsilon,0.421,0.554,2,1,2339828
BI-C-0005125,1,BI-050855,G9,Epsilon,0.896,0.818,5,3,1216897
BI-C-0005126,1,BI-050857,G5,Epsilon,0.618,0.315,4,1,669497
BI-C-0005127,1,BI-050864,G6,Zeta,0.197,0.327,1,4,3648020
BI-C-0005128,1,BI-050876,A8,Epsilon,0.702,0.799,1,5,466682
BI-C-0005129,1,BI-050938,G1,Helionis Cluster,0.773,0.552,5,1,1101685
BI-C-0005130,2,BI-050938,G1,Helionis Cluster,0.773,0.552,5,1,1514691
BI-C-0005131,1,BI-050944,B5,Helionis Cluster,0.468,0.695,4,2,2652262
BI-C-0005132,1,BI-050948,G9,Epsilon,0.44,0.483,5,5,838606
BI-C-0005133,1,BI-050963,G6,Epsilon,0.242,0.496,2,4,1921927
BI-C-0005134,1,BI-050974,A8,Zeta,0.586,0.576,4,2,920666
BI-C-0005135,1,BI-050978,A5,Epsilon,0.359,0.622,4,3,1296999
BI-C-0005136,1,BI-050998,A7,Epsilon,0.501,0.922,5,5,3756727
BI-C-0005137,2,BI-050998,A7,Epsilon,0.501,0.922,5,5,1158976
BI-C-0005138,1,BI-051019,G4,Zeta,0.744,0.083,4,2,2433259
BI-C-0005139,1,BI-051027,A5,Helionis Cluster,0.639,0.691,5,5,2525832
BI-C-0005140,1,BI-051052,G2,Epsilon,0.321,0.578,4,22,19302227
BI-C-0005141,2,BI-051052,G2,Epsilon,0.321,0.578,4,3,469464
BI-C-0005142,3,BI-051052,G2,Epsilon,0.321,0.578,4,3,3465780
BI-C-0005143,4,BI-051052,G2,Epsilon,0.321,0.578,4,3,2979416
BI-C-0005144,1,BI-051063,A9,Zeta,0.993,0.857,4,1,7133228
BI-C-0005145,2,BI-051063,A9,Zeta,0.993,0.857,4,1,163871
BI-C-0005146,1,BI-051070,A1,Epsilon,0.896,0.506,5,2,7797353
BI-C-0005147,1,BI-051072,G1,Helionis Cluster,0.951,0.273,3,1,3555757
BI-C-0005148,2,BI-051072,G1,Helionis Cluster,0.951,0.273,3,1,797747
BI-C-0005149,1,BI-051074,A8,Epsilon,0.874,0.946,1,1,1792466
BI-C-0005150,1,BI-051075,A3,Epsilon,0.305,0.547,5,4,2606128
BI-C-0005151,2,BI-051075,A3,Epsilon,0.305,0.547,5,4,1207429
BI-C-0005152,3,BI-051075,A3,Epsilon,0.305,0.547,5,4,1088959
BI-C-0005153,1,BI-051117,G1,Zeta,0.135,0.71,5,3,2918162
BI-C-0005154,2,BI-051117,G1,Zeta,0.135,0.71,5,3,818887
BI-C-0005155,3,BI-051117,G1,Zeta,0.135,0.71,5,3,13022781
BI-C-0005156,4,BI-051117,G1,Zeta,0.135,0.71,5,3,2999148
BI-C-0005157,1,BI-051158,G1,Zeta,0.309,0.563,3,2,4159778
BI-C-0005158,1,BI-051186,B8,Epsilon,0.77,0.484,5,2,1059914
BI-C-0005159,1,BI-051253,B7,Epsilon,0.848,0.537,2,3,1341287
BI-C-0005160,2,BI-051253,B7,Epsilon,0.848,0.537,2,3,2072892
BI-C-0005161,3,BI-051253,B7,Epsilon,0.848,0.537,2,3,5425475
BI-C-0005162,1,BI-051264,G7,Epsilon,0.38,0.589,1,1,15791396
BI-C-0005163,1,BI-051277,B1,Epsilon,0.151,0.477,2,1,1140004
BI-C-0005164,1,BI-051299,A1,Epsilon,0.928,0.739,1,2,3166627
BI-C-0005165,1,BI-051337,A7,Epsilon,0.388,0.731,5,4,311339
BI-C-0005166,1,BI-051360,G1,Helionis Cluster,0.808,0.651,5,4,767497
BI-C-0005167,1,BI-051362,G7,Epsilon,0.093,0.492,3,5,363402
BI-C-0005168,1,BI-051368,B1,Epsilon,0.423,0.486,4,3,2387504
BI-C-0005169,1,BI-051375,A1,Helionis Cluster,0.209,0.747,4,4,2282242
BI-C-0005170,1,BI-051418,A8,Epsilon,0.798,0.653,1,5,1362759
BI-C-0005171,1,BI-051420,A4,Epsilon,0.25,0.276,4,3,1356567
BI-C-0005172,1,BI-051424,A9,Epsilon,0.322,0.772,2,2,4537235
BI-C-0005173,1,BI-051429,G5,Zeta,0.469,0.344,1,1,19068621
BI-C-0005174,1,BI-051433,A3,Zeta,0.631,0.852,4,1,1076535
BI-C-0005175,1,BI-051442,G6,Zeta,0.459,0.349,1,4,230459
BI-C-0005176,1,BI-051456,B8,Epsilon,0.567,0.529,4,5,2451765
BI-C-0005177,2,BI-051456,B8,Epsilon,0.567,0.529,4,5,868164
BI-C-0005178,1,BI-051461,G1,Zeta,0.561,0.484,4,2,2948430
BI-C-0005179,1,BI-051474,A4,Epsilon,0.505,0.638,3,3,4189069
BI-C-0005180,1,BI-051497,A9,Epsilon,0.309,0.802,2,3,1168702
BI-C-0005181,2,BI-051497,A9,Epsilon,0.309,0.802,2,3,936037
BI-C-0005182,1,BI-051502,A1,Epsilon,0.511,0.578,4,4,714863
BI-C-0005183,1,BI-051513,G6,Epsilon,0.571,0,3,2,621120
BI-C-0005184,1,BI-051517,G4,Epsilon,0.425,0.681,5,4,4716459
BI-C-0005185,2,BI-051517,G4,Epsilon,0.425,0.681,5,4,4854972
BI-C-0005186,1,BI-051546,A2,Helionis Cluster,0.534,0.359,5,5,964015
BI-C-0005187,1,BI-051560,A9,Zeta,0.17,0.442,5,4,7923368
BI-C-0005188,1,BI-051565,A6,Zeta,0.31,0.626,5,5,522132
BI-C-0005189,1,BI-051605,B1,Epsilon,0.832,0.862,1,4,7818392
BI-C-0005190,1,BI-051619,B8,Zeta,0.709,0.357,5,4,458890
BI-C-0005191,1,BI-051646,G1,Helionis Cluster,0.486,0.84,1,2,6641157
BI-C-0005192,2,BI-051646,G1,Helionis Cluster,0.486,0.84,1,2,11282097
BI-C-0005193,1,BI-051656,G5,Epsilon,0.911,0.536,5,1,767976
BI-C-0005194,2,BI-051656,G5,Epsilon,0.911,0.536,5,1,1036441
BI-C-0005195,3,BI-051656,G5,Epsilon,0.911,0.536,5,1,1260934
BI-C-0005196,1,BI-051666,A6,Zeta,0.445,0.342,2,1,378541
BI-C-0005197,2,BI-051666,A6,Zeta,0.445,0.342,2,1,8337736
BI-C-0005198,3,BI-051666,A6,Zeta,0.445,0.342,2,1,3288130
BI-C-0005199,1,BI-051669,B9,Epsilon,0.894,0.554,2,4,1572593
BI-C-0005200,1,BI-051671,A1,Helionis Cluster,0.604,0.351,5,5,2704271
BI-C-0005201,2,BI-051671,A1,Helionis Cluster,0.604,0.351,5,5,9866383
BI-C-0005202,1,BI-051689,B1,Epsilon,0.157,0.454,3,1,2037942
BI-C-0005203,2,BI-051689,B1,Epsilon,0.157,0.454,3,1,1308676
BI-C-0005204,3,BI-051689,B1,Epsilon,0.157,0.454,3,1,3775804
BI-C-0005205,4,BI-051689,B1,Epsilon,0.157,0.454,3,1,55094141
BI-C-0005206,1,BI-051694,G6,Epsilon,0.617,0.34,5,2,1254654
BI-C-0005207,2,BI-051694_???2358,G6,Epsilon,0.617,0.34,5,2,1458106
BI-C-0005208,3,BI-051694,G6,Epsilon,0.617,0.34,5,2,3682206
BI-C-0005209,4,BI-051694,G6,Epsilon,0.617,0.34,5,2,6048527
BI-C-0005210,1,BI-051697,G6,Epsilon,0.212,0.185,1,5,573587
BI-C-0005211,1,BI-051723,B9,Helionis Cluster,0.897,0.8,4,5,14625084
BI-C-0005212,2,BI-051723,B9,Helionis Cluster,0.897,0.8,4,5,4333247
BI-C-0005213,1,BI-051734,G7,Zeta,0.071,0.681,2,2,3601397
BI-C-0005214,1,BI-051764,A8,Helionis Cluster,0.76,0.14,3,5,6814976
BI-C-0005215,1,BI-051781,A7,Helionis Cluster,0.197,0.529,3,1,799076
BI-C-0005216,2,BI-051781,A7,Helionis Cluster,0.197,0.529,3,1,566096
BI-C-0005217,3,BI-051781,A7,Helionis Cluster,0.197,0.529,3,1,3658791
BI-C-0005218,4,BI-051781,A7,Helionis Cluster,0.197,0.529,3,1,6799753
BI-C-0005219,1,BI-051790,B5,Epsilon,0.579,0.387,1,1,13923624
BI-C-0005220,1,BI-051810,G8,Epsilon,0.04,0.735,5,2,1587569
BI-C-0005221,1,BI-051819,G6,Zeta,0.188,0.841,3,3,2885846
BI-C-0005222,2,BI-051819,G6,Zeta,0.188,0.841,3,3,374542
BI-C-0005223,1,BI-051828_???7196,B2,Epsilon,0.97,0.62,1,4,1863469
BI-C-0005224,1,BI-051838,G1,Zeta,0.401,0.546,3,1,1864268
BI-C-0005225,1,BI-051839,A8,Zeta,0.478,0.694,2,4,2545635
BI-C-0005226,1,BI-051844,B8,Zeta,0.738,0.574,1,5,2610571
BI-C-0005227,1,BI-051848,A6,Zeta,0.074,0.744,5,5,4157793
BI-C-0005228,1,BI-051849,B9,Zeta,0.836,0.122,3,5,5016638
BI-C-0005229,1,BI-051853,G5,Zeta,0.184,0.26,3,3,19262115
BI-C-0005230,1,BI-051864,A7,Epsilon,0.191,0.178,1,2,1386624
BI-C-0005231,1,BI-051869,A4,Zeta,0.37,0.2,2,4,4871349
BI-C-0005232,1,BI-051880,G1,Epsilon,0.397,0.616,4,3,6886560
BI-C-0005233,2,BI-051880,G1,Epsilon,0.397,0.616,4,3,4689631
BI-C-0005234,3,BI-051880,G1,Epsilon,0.397,0.616,4,3,1396669
BI-C-0005235,1,BI-051892,B8,Zeta,0.342,0.278,4,3,953536
BI-C-0005236,2,BI-051892,B8,Zeta,0.342,0.278,4,3,280937
BI-C-0005237,3,BI-051892,B8,Zeta,0.342,0.278,4,3,1704984
BI-C-0005238,4,BI-051892,B8,Zeta,0.342,0.278,4,3,5405096
BI-C-0005239,1,BI-051895,B6,Zeta,0.912,0.103,5,5,2763115
BI-C-0005240,1,BI-051900,A9,Zeta,0.369,0.574,3,2,2894143
BI-C-0005241,1,BI-051902,B1,Zeta,0.986,0.634,3,3,1152245
BI-C-0005242,1,BI-051904,B5,Zeta,0.775,0.359,4,5,853698
BI-C-0005243,1,BI-051926,G7,Epsilon,0.231,0.768,1,5,10709282
BI-C-0005244,1,BI-051982,G5,Epsilon,0.544,0.705,4,5,328078
BI-C-0005245,1,BI-052005,A7,Zeta,0.646,0.207,5,3,16416151
BI-C-0005246,1,BI-052022,G9,Epsilon,0.393,0.221,2,24,3759146
BI-C-0005247,1,BI-052031,A5,Zeta,0.986,0.593,3,2,5508200
BI-C-0005248,2,BI-052031,A5,Zeta,0.986,0.593,3,2,180199
BI-C-0005249,1,BI-052043,B7,Helionis Cluster,0.516,0.789,4,5,1447900
BI-C-0005250,1,BI-052062,G5,Zeta,0.883,0.234,5,5,2964568
BI-C-0005251,1,BI-052063,G7,Helionis Cluster,0.418,0.318,2,1,561060
BI-C-0005252,1,BI-052066,B6,Helionis Cluster,0.405,0.686,3,5,1132008
BI-C-0005253,1,BI-052097,G8,Helionis Cluster,0.938,0.333,5,1,1192052
BI-C-0005254,1,BI-052141,B2,Epsilon,0.763,0.226,5,1,17524095
BI-C-0005255,1,BI-052150,G7,Epsilon,0.619,0.32,1,1,3242095
BI-C-0005256,2,BI-052150,G7,Epsilon,0.619,0.32,1,1,7304307
BI-C-0005257,1,BI-052157,A2,Epsilon,0.516,0.571,2,3,1809995
BI-C-0005258,1,BI-052163,G7,Zeta,0.806,0.375,3,2,2241172
BI-C-0005259,2,BI-052163,G7,Zeta,0.806,0.375,3,2,351230
BI-C-0005260,1,BI-052189,A7,Zeta,0.233,0.207,4,3,1377318
BI-C-0005261,1,BI-052205,A9,Helionis Cluster,0.816,0.607,4,1,5322129
BI-C-0005262,1,BI-052221,A9,Epsilon,0.922,0.804,2,3,7082936
BI-C-0005263,1,BI-052231,G4,Epsilon,0.115,0.857,1,1,1374771
BI-C-0005264,1,BI-052249,B3,Zeta,0.554,0.4,5,3,534222
BI-C-0005265,1,BI-052256,B1,Helionis Cluster,0.498,0.266,1,5,1429591
BI-C-0005266,1,BI-052265,A4,Zeta,0.933,0.738,4,3,15998095
BI-C-0005267,1,BI-052269,B8,Zeta,0.305,0.856,1,5,11696878
BI-C-0005268,1,BI-052294,A6,Zeta,0.929,0.786,2,5,1542910
BI-C-0005269,2,BI-052294,A6,Zeta,0.929,0.786,2,5,969776
BI-C-0005270,1,BI-052319,B6,Zeta,0.299,0.403,4,1,1779466
BI-C-0005271,1,BI-052342,A6,Zeta,0.144,0.604,3,5,1202911
BI-C-0005272,2,BI-052342,A6,Zeta,0.144,0.604,3,5,21939417
BI-C-0005273,1,BI-052373,G9,Zeta,0.441,0.52,3,1,2686738
BI-C-0005274,2,BI-052373,G9,Zeta,0.441,0.52,3,1,2044163
BI-C-0005275,1,BI-052375,B6,Zeta,0.905,0.697,3,2,2994619
BI-C-0005276,1,BI-052384,A5,Epsilon,0.002,0.104,3,5,1518272
BI-C-0005277,1,BI-052429,G3,Zeta,0.585,0.211,1,3,534024
BI-C-0005278,1,BI-052450,G3,Zeta,0.655,0.394,1,5,1932199
BI-C-0005279,1,BI-052451,G5,Epsilon,0.926,0.439,1,4,4145450
BI-C-0005280,1,BI-052470,A8,Epsilon,0.862,0.815,4,1,2848698
BI-C-0005281,2,BI-052470,A8,Epsilon,0.862,0.815,4,1,2325134
BI-C-0005282,3,BI-052470,A8,Epsilon,0.862,0.815,4,1,2165084
BI-C-0005283,1,BI-052482,A5,Epsilon,0.58,0.207,1,3,769986
BI-C-0005284,1,BI-052490,A2,Helionis Cluster,0.648,0.686,3,5,8864858
BI-C-0005285,2,BI-052490,A2,Helionis Cluster,0.648,0.686,3,5,867433
BI-C-0005286,3,BI-052490,A2,Helionis Cluster,0.648,0.686,3,5,2068293
BI-C-0005287,1,BI-052491,A1,Helionis Cluster,0.386,0.372,2,3,1415472
BI-C-0005288,2,BI-052491,A1,Helionis Cluster,0.386,0.372,2,3,5556764
BI-C-0005289,3,BI-052491,A1,Helionis Cluster,0.386,0.372,2,3,725406
BI-C-0005290,4,BI-052491,A1,Helionis Cluster,0.386,0.372,2,3,9650915
BI-C-0005291,1,BI-052499,A6,Zeta,0.23,0.729,1,5,2577549
BI-C-0005292,1,BI-052503,G1,Zeta,0.525,0.507,5,3,2645448
BI-C-0005293,2,BI-052503,G1,Zeta,0.525,0.507,5,3,11714769
BI-C-0005294,9,BI-052504,B8,Zeta,0.441,0.271,1,3,23544540
BI-C-0005295,1,BI-052507,G9,Zeta,0.2,0.449,1,1,443730
BI-C-0005296,1,BI-052521,G5,Epsilon,0.052,0.574,3,2,443146
BI-C-0005297,2,BI-052521,G5,Epsilon,0.052,0.574,3,2,15734650
BI-C-0005298,1,BI-052523,G4,Epsilon,0.144,0.634,4,4,279482
BI-C-0005299,1,BI-052529,B2,Zeta,0.063,0.377,5,3,3710423
BI-C-0005300,1,BI-052532,G3,Epsilon,0.535,0.373,5,1,354753
BI-C-0005301,1,BI-052540,B8,Epsilon,0.365,0.614,3,4,6253622
BI-C-0005302,1,BI-052549,G9,Helionis Cluster,0.304,0.527,3,2,170489
BI-C-0005303,1,BI-052550,G8,Epsilon,0.498,0.541,1,2,1505175
BI-C-0005304,2,BI-052550,G8,Epsilon,0.498,0.541,1,2,1045531
BI-C-0005305,1,BI-052552,B4,Helionis Cluster,0.073,0.352,5,3,230879
BI-C-0005306,1,BI-052591,A5,Zeta,0.174,0.81,3,3,4406165
BI-C-0005307,2,BI-052591,A5,Zeta,0.174,0.81,3,3,602765
BI-C-0005308,3,BI-052591,A5,Zeta,0.174,0.81,3,3,2402494
BI-C-0005309,4,BI-052591,A5,Zeta,0.174,0.81,3,3,1058243
BI-C-0005310,1,BI-052601,B2,Helionis Cluster,0.26,0.501,1,1,2782230
BI-C-0005311,1,BI-052623,A1,Zeta,0.365,0.475,3,4,11396493
BI-C-0005312,1,BI-052626,A9,Helionis Cluster,0.867,0.38,4,4,2282706
BI-C-0005313,1,BI-052633,B5,Zeta,0.959,0.555,1,5,2650688
BI-C-0005314,2,BI-052633,B5,Zeta,0.959,0.555,1,5,9358731
BI-C-0005315,1,BI-052640,G2,Zeta,0.687,0.792,5,1,1626348
BI-C-0005316,1,BI-052688,G6,Helionis Cluster,0.56,0.608,1,3,1718535
BI-C-0005317,2,BI-052688,G6,Helionis Cluster,0.56,0.608,1,3,980078
BI-C-0005318,1,BI-052714,G9,Zeta,0.028,0.133,3,2,1732756
BI-C-0005319,1,BI-052735,G7,Zeta,0.605,0.291,4,3,4990039
BI-C-0005320,1,BI-052737,A4,Zeta,0.444,0.394,3,4,1831638
BI-C-0005321,1,BI-052741,A5,Zeta,0.433,0.687,1,1,1609247
BI-C-0005322,1,BI-052754,B4,Helionis Cluster,0.496,0.755,4,2,8031237
BI-C-0005323,1,BI-052778,B1,Zeta,0.244,0.804,4,4,176377
BI-C-0005324,2,BI-052778,B1,Zeta,0.244,0.804,4,4,1955935
BI-C-0005325,3,BI-052778,B1,Zeta,0.244,0.804,4,4,708310
BI-C-0005326,1,BI-052781,A3,Epsilon,0.734,0.253,4,2,1285684
BI-C-0005327,2,BI-052781,A3,Epsilon,0.734,0.253,4,2,6110388
BI-C-0005328,1,BI-052784,B8,Zeta,0.609,0.514,4,5,1315320
BI-C-0005329,1,BI-052792,G8,Epsilon,0.363,0.083,2,1,68204716
BI-C-0005330,1,BI-052818,A6,Epsilon,0.111,0.852,5,1,1162491
BI-C-0005331,1,BI-052820,G5,Epsilon,0.797,0.598,1,2,1030958
BI-C-0005332,2,BI-052820,G5,Epsilon,0.797,0.598,1,2,1565979
BI-C-0005333,1,BI-052825,G5,Epsilon,0.212,0.803,1,4,2749290
BI-C-0005334,1,BI-052840,G8,Epsilon,0.57,0.681,4,2,1037765
BI-C-0005335,1,BI-052896,B3,Epsilon,0.889,0.852,5,2,3126803
BI-C-0005336,1,BI-052932,B2,Zeta,0.98,0.123,5,2,1001853
BI-C-0005337,1,BI-052942,G1,Zeta,0.883,0.108,4,1,286506
BI-C-0005338,1,BI-052949,G4,Helionis Cluster,0.657,0.907,5,5,570314
BI-C-0005339,2,BI-052949,G4,Helionis Cluster,0.657,0.907,5,5,1891077
BI-C-0005340,1,BI-052969,B4,Epsilon,0.066,0.477,3,1,599177
BI-C-0005341,2,BI-052969,B4,Epsilon,0.066,0.477,3,1,5433259
BI-C-0005342,1,BI-052981,G7,Zeta,0.403,0.55,1,2,2151754
BI-C-0005343,2,BI-052981,G7,Zeta,0.403,0.55,1,2,4502462
BI-C-0005344,1,BI-052996,B5,Epsilon,0.494,0.418,2,1,4850871
BI-C-0005345,1,BI-053002,A1,Helionis Cluster,0.578,0.9,5,3,36998181
BI-C-0005346,2,BI-053002,A1,Helionis Cluster,0.578,0.9,5,3,2407230
BI-C-0005347,3,BI-053002,A1,Helionis Cluster,0.578,0.9,5,3,2521068
BI-C-0005348,1,BI-053014,G2,Epsilon,0.322,0.257,2,2,3729020
BI-C-0005349,1,BI-053020,A7,Epsilon,0.479,0.195,4,4,3419837
BI-C-0005350,1,BI-053061,A3,Zeta,0.664,0.598,1,3,2339330
BI-C-0005351,2,BI-053061,A3,Zeta,0.664,0.598,1,3,3491743
BI-C-0005352,1,BI-053065,G9,Epsilon,0.126,0.514,2,4,14706604
BI-C-0005353,1,BI-053096,A8,Zeta,0.381,0.413,4,3,16246455
BI-C-0005354,1,BI-053117,A4,Helionis Cluster,0.412,0.16,5,1,1249474
BI-C-0005355,1,BI-053118,G4,Epsilon,0.244,0.455,5,1,12697710
BI-C-0005356,2,BI-053118,G4,Epsilon,0.244,0.455,5,1,1002667
BI-C-0005357,1,BI-053121,A8,Zeta,0.082,0.658,4,5,35988901
BI-C-0005358,2,BI-053121,A8,Zeta,0.082,0.658,4,5,177837
BI-C-0005359,3,BI-053121,A8,Zeta,0.082,0.658,4,5,3828648
BI-C-0005360,4,BI-053121,A8,Zeta,0.082,0.658,4,5,592978
BI-C-0005361,1,BI-053122,A3,Epsilon,0.047,0.425,3,1,3403828
BI-C-0005362,1,BI-053123,G2,Zeta,0.047,0.734,1,3,5719744
BI-C-0005363,1,BI-053138,A4,Epsilon,0.824,0.284,2,5,4552221
BI-C-0005364,1,BI-053150,G2,Zeta,0.893,0.63,3,5,658299
BI-C-0005365,2,BI-053150,G2,Zeta,0.893,0.63,3,5,2496996
BI-C-0005366,3,BI-053150,G2,Zeta,0.893,0.63,3,5,1508915
BI-C-0005367,4,BI-053150,G2,Zeta,0.893,0.63,3,5,5713198
BI-C-0005368,1,BI-053180,G3,Epsilon,0.305,0.083,4,4,37209378
BI-C-0005369,1,BI-053201,A8,Epsilon,0.782,0.727,4,3,2994469
BI-C-0005370,1,BI-053206,B2,Zeta,0.378,0.748,5,5,2287359
BI-C-0005371,1,BI-053241,G8,Zeta,0.941,0.223,5,1,2739744
BI-C-0005372,1,BI-053258,A3,Epsilon,0.437,0.412,3,2,965549
BI-C-0005373,2,BI-053258,A3,Epsilon,0.437,0.412,3,2,1979622
BI-C-0005374,3,BI-053258,A3,Epsilon,0.437,0.412,3,2,2463487
BI-C-0005375,1,BI-053263,B4,Epsilon,0.282,0.947,3,5,785472
BI-C-0005376,1,BI-053278,G6,Zeta,-0.984,0.738,1,3,815317
BI-C-0005377,2,BI-053278,G6,Zeta,0.984,0.738,1,3,1244862
BI-C-0005378,3,BI-053278,G6,Zeta,0.984,0.738,1,3,4628282
BI-C-0005379,1,BI-053285,A7,Epsilon,0.055,0.268,5,3,1128939
BI-C-0005380,1,BI-053293,A7,Helionis Cluster,0.961,0.656,1,1,452345
BI-C-0005381,1,BI-053294,G1,Epsilon,0.923,0.391,2,4,9128692
BI-C-0005382,1,BI-053309,B7,Zeta,0.301,0.329,2,5,2936945
BI-C-0005383,1,BI-053311,N/A,Epsilon,0.276,0.67,1,3,2164329
BI-C-0005384,2,BI-053311,G6,Epsilon,0.276,0.67,1,3,2530582
BI-C-0005385,3,BI-053311,G6,Epsilon,0.276,0.67,1,3,3161489
BI-C-0005386,1,BI-053319,A7,Helionis Cluster,0.104,0.29,1,1,217456
BI-C-0005387,2,BI-053319,A7,Helionis Cluster,0.104,0.29,1,1,721941
BI-C-0005388,3,BI-053319,A7_???7211,Helionis Cluster,0.104,0.29,1,1,7292388
BI-C-0005389,1,BI-053376,G5,Zeta,0.97,0.293,3,5,3032878
BI-C-0005390,1,BI-053411,B3,Zeta,0.273,0.262,2,5,1310949
