claim_id,claim_seq,policy_id,equipment_id,equipment_type,equipment_age,solar_system,maintenance_int,usage_int,exposure,claim_amount
EF-C-0004412,1,EF-582906,EQ-261307,Ion Pulverizer,6.197,Epsilon,184.1,18.51,0.643,46214
EF-C-0004413,1,EF-320671,EQ-476036,ReglAggregators,14.906,Zeta,739.01,20.22,0.477,1219438.788
EF-C-0004414,1,EF-700352,EQ-154153,Quantum Bore,3.691,Zeta,304.03,20.77,0.736,116976
EF-C-0004415,1,EF-908888,EQ-646340,Ion Pulverizer,14.989,Helionis Cluster,613.72,22.21,0.461,72207
EF-C-0004416,1,EF-893554,EQ-049965,Ion Pulverizer,23.285,Helionis Cluster,1631.33,2.44,0.33,68637
EF-C-0004417,1,EF-206666,EQ-883120,FexStram Carrier,12.206,Zeta,674.52,9.29,0.54,71034
EF-C-0004418,1,EF-541598,EQ-291754,Ion Pulverizer,18.435,Helionis Cluster,291.03,12.2,0.355,41325
EF-C-0004419,1,EF-338526,EQ-256640,Quantum Bore,6.165,Epsilon,491.41,1.57,0.759,61984
EF-C-0004420,1,EF-131455,EQ-481603,FexStram Carrier,9.658,Epsilon,1390.01,12.45,0.685,68979
EF-C-0004421,2,EF-131455,EQ-481603,FexStram Carrier,9.658,Epsilon,1390.01,12.45,0.685,29121
EF-C-0004422,1,EF-131455,EQ-481603,FexStram Carrier,9.658,Epsilon,1390.01,12.45,0.685,69556
EF-C-0004423,2,EF-131455,EQ-481603,FexStram Carrier,9.658,Epsilon,1390.01,12.45,0.685,28697
EF-C-0004424,1,EF-007134,EQ-580798,ReglAggregators,14.039,Epsilon,1273.9,7.18,0.385,25703
EF-C-0004425,1,EF-970254,EQ-559503,ReglAggregators,9.642,Zeta,994.84,2.28,0.47,65218
EF-C-0004426,1,EF-914406,EQ-157581,Graviton Extractor,8.622,Zeta,959.95,2.05,0.72,93752
EF-C-0004427,2,EF-914406,EQ-157581,Graviton Extractor,8.622,Zeta,959.95,2.05,0.72,45996
EF-C-0004428,1,EF-914406,EQ-157581,Graviton Extractor,8.622,Zeta,959.95,2.05,0.72,52173
EF-C-0004429,2,EF-914406,EQ-157581,Graviton Extractor,8.622,Zeta,959.95,2.05,0.72,53386
EF-C-0004430,1,EF-947901,EQ-984326,Flux Rider,3,Zeta,520.07,15.64,0.606,36328
EF-C-0004431,1,EF-047534,EQ-296815,Graviton Extractor,11.516,Zeta,1102.63,7.48,0.59,220284
EF-C-0004432,1,EF-084812,EQ-611080,ReglAggregators,8.392,Zeta,670.85,7.89,0.418,30198
EF-C-0004433,1,EF-885283,EQ-398547,Ion Pulverizer,11.604,Epsilon,354.51,14.47,0.917,52309
EF-C-0004434,1,EF-513161,EQ-650795,Quantum Bore,10.193,Epsilon,643.42,2.41,0.644,79395
EF-C-0004435,2,EF-513161,EQ-650795,Quantum Bore,10.193,Epsilon,643.42,2.41,0.644,85657
EF-C-0004436,1,EF-513161,EQ-650795,Quantum Bore,10.193,Epsilon,643.42,2.41,0.644,90996
EF-C-0004437,2,EF-513161,EQ-650795,Quantum Bore,10.193,Epsilon,643.42,2.41,0.644,105875
EF-C-0004438,1,EF-025261,EQ-510733,ReglAggregators,9.993,Epsilon,1210.29,13.11,0.542,55942
EF-C-0004439,1,EF-372483,EQ-579091,ReglAggregators,9.123,Zeta,237.78,1.84,0.323,77180
EF-C-0004440,1,EF-005660,EQ-247218,ReglAggregators,8.924,Helionis Cluster,1003.32,4.42,0.564,56295
EF-C-0004441,1,EF-031939,EQ-596540,ReglAggregators,8.505,Zeta,398.73,13.05,0.531,57655
EF-C-0004442,1,EF-254655,EQ-978891,Ion Pulverizer,20.894,Epsilon,767.29,1.65,0.136,80728
EF-C-0004443,1,EF-113188,EQ-428669,ReglAggregators,10.165,Zeta,729.51,22.3,0.663,159719
EF-C-0004444,1,EF-879538,EQ-982906,Flux Rider,15.783,Helionis Cluster,1022.58,19.09,0.75,58211
EF-C-0004445,1,EF-718533,EQ-964919,ReglAggregators,10.327,Zeta,363.43,0.68,0.788,38399
EF-C-0004446,1,EF-263448,EQ-456640,Flux Rider,19.957,Helionis Cluster,581.96,21.32,0.416,16259
EF-C-0004447,2,EF-263448,EQ-456640,Flux Rider,19.957,Helionis Cluster,581.96,21.32,0.416,36545
EF-C-0004448,1,EF-263448,EQ-456640,Flux Rider,19.957,Helionis Cluster,581.96,21.32,0.416,78032
EF-C-0004449,2,EF-263448,EQ-456640,Flux Rider,19.957,Helionis Cluster,581.96,21.32,0.416,94227
EF-C-0004450,1,EF-981042,EQ-161987,Ion Pulverizer,4.141,Zeta,1720.77,6.63,0.853,64498
EF-C-0004451,1,EF-327734,EQ-209105,Graviton Extractor,10.88,Helionis Cluster,1736.77,17.62,0.69,65104
EF-C-0004452,1,EF-267134,EQ-468054,Quantum Bore,20.134,Zeta,1164.4,21.81,0.517,255869
EF-C-0004453,1,EF-165989,EQ-642577,Ion Pulverizer,8.652,Zeta,634.79,4.57,0.547,91057
EF-C-0004454,1,EF-124481,EQ-878009,Ion Pulverizer,7.028,Epsilon,698.31,19.73,0.798,37929
EF-C-0004455,1,EF-829697,EQ-785385,Ion Pulverizer,8.897,Zeta,1544.73,19.87,0.786,98102
EF-C-0004456,1,EF-310544,EQ-096478,Graviton Extractor,4.482,Epsilon,250.99,4.36,0.808,51146
EF-C-0004457,1,EF-680357,EQ-022124,FexStram Carrier,14.145,Epsilon,974.31,4.66,0.722,54123
EF-C-0004458,1,EF-130292,EQ-942569,Graviton Extractor,10.41,Helionis Cluster,994.74,2.62,0.456,8991
EF-C-0004459,1,EF-669307,EQ-799297,ReglAggregators,22.399,Zeta,1276.71,21.37,0.51,169694
EF-C-0004460,1,EF-380225,EQ-958712,Ion Pulverizer,6.57,Epsilon,1443.57,6.3,0.39,149851
EF-C-0004461,1,EF-272424,EQ-901645,Flux Rider,4.616,Epsilon,1656.6,21.45,0.514,29424
EF-C-0004462,1,EF-219856,EQ-143932,Ion Pulverizer,10.07,Zeta,709.98,17.72,0.593,49896
EF-C-0004463,1,EF-215950,EQ-389343,Ion Pulverizer,18.89,Epsilon,182.64,15.59,0.85,42874
EF-C-0004464,1,EF-433331,EQ-356832,ReglAggregators,12.613,Epsilon,793.87,14.07,0.528,81711
EF-C-0004465,1,EF-339477,EQ-150957,FexStram Carrier,8.621,Helionis Cluster,1579.26,18.03,0.658,47440
EF-C-0004466,1,EF-825904,EQ-250378,ReglAggregators,12.59,Helionis Cluster,1662.75,2.49,0.762,70736
EF-C-0004467,1,EF-531592,EQ-951057,FexStram Carrier,12.62,Zeta,109.32,9.28,0.933,44784
EF-C-0004468,1,EF-643061,EQ-857872,Graviton Extractor,13.615,Epsilon,1571.64,21.83,0.82,85221
EF-C-0004469,1,EF-652497,EQ-482964,ReglAggregators,11.84,Zeta,1079.41,2.73,0.507,44272
EF-C-0004470,1,EF-851167,EQ-534814,ReglAggregators,6.3,Zeta,1265.27,3.34,0.512,34507
EF-C-0004471,1,EF-283705,EQ-963026,ReglAggregators,5.959,Epsilon,672.27,16.85,0.3,48078
EF-C-0004472,1,EF-511554,EQ-822988,Graviton Extractor,4.181,Helionis Cluster,1087.08,0.39,0.417,38609
EF-C-0004473,1,EF-674013,EQ-970255,Flux Rider,10.009,Epsilon,1775.35,13.78,0.757,72501
EF-C-0004474,1,EF-707076,EQ-821192,Quantum Bore,6.756,Zeta,774.11,12.82,0.607,105138
EF-C-0004475,1,EF-533335,EQ-137677,Graviton Extractor,14.462,Zeta,921.84,21.12,0.387,95880
EF-C-0004476,1,EF-596872,EQ-042725,Quantum Bore,6.568,Epsilon,1051.14,1.2,0.418,141976
EF-C-0004477,1,EF-312958,EQ-475284,Flux Rider,11.265,Epsilon,985.01,11.24,0.083,42592
EF-C-0004478,1,EF-451654,EQ-093572,Flux Rider,12.36,Helionis Cluster,1019.94,2.2,0.786,48667
EF-C-0004479,1,EF-395164,EQ-652747,Ion Pulverizer,19.132,Epsilon,1573.17,23.96,0.699,83986
EF-C-0004480,1,EF-492940,EQ-003200,FexStram Carrier,12.428,Epsilon,565.85,6.78,0.697,56619
EF-C-0004481,1,EF-539586,EQ-191923,Ion Pulverizer,10.346,Helionis Cluster,1151.45,7.61,0.394,26017
EF-C-0004482,1,EF-666523,EQ-041312,Flux Rider,13.753,Epsilon,1215.18,405.0807278,0.659,53943
EF-C-0004483,1,EF-225366,EQ-413260,Ion Pulverizer,11.163,Epsilon,268.23,18.24,0.543,82450
EF-C-0004484,1,EF-863159,EQ-634542,ReglAggregators,13.591,Helionis Cluster,836.51,22.14,0.649,58662
EF-C-0004485,1,EF-302845,EQ-877938,Graviton Extractor,17.43,Helionis Cluster,1431.02,14.98,0.487,59488
EF-C-0004486,1,EF-799510,EQ-603046,ReglAggregators,11.476,Epsilon,736.61,14.71,0.728,34784
EF-C-0004487,1,EF-135493,EQ-290445,FexStram Carrier,11.347,Epsilon,1161.68,3.09,0.182,42742
EF-C-0004488,1,EF-243820,EQ-741023,Quantum Bore,11.767,Helionis Cluster,1641.58,9.57,0.187,149964
EF-C-0004489,1,EF-470187,EQ-933769,ReglAggregators,12.265,Epsilon,419.8,8.6,0.619,109242
EF-C-0004490,1,EF-631298,EQ-161064,Graviton Extractor,12.227,Zeta,1217.1,7.11,0.705,69738
EF-C-0004491,1,EF-473040,EQ-002136,Quantum Bore,18.388,Epsilon,975.17,13.34,0.394,115134
EF-C-0004492,1,EF-499358,EQ-290943,Quantum Bore,9.597,Epsilon,102.58,23,0.779,54957
EF-C-0004493,1,EF-427113,EQ-148406,Flux Rider,5.958,Zeta,1473.04,17.46,0.635,52190
EF-C-0004494,1,EF-995908,EQ-420514,Graviton Extractor,18.997,Epsilon,862.47,1.5,0.38,24293
EF-C-0004495,1,EF-734346,EQ-224549,Flux Rider,12.373,Zeta,231.78,4.85,0.348,39397
EF-C-0004496,1,EF-789604,EQ-506433,ReglAggregators,12.349,Helionis Cluster,641.64,5.74,0.812,129032
EF-C-0004497,1,EF-703858,Unknown,Quantum Bore,8.777,Zeta,973.11,21.97,0.209,50926
EF-C-0004498,1,EF-818036,EQ-831578,ReglAggregators,13.719,Epsilon,294.07,0.11,0.629,33718
EF-C-0004499,1,EF-730112,EQ-908607,ReglAggregators,5.821,Helionis Cluster,1705.59,22.3,0.761,29867
EF-C-0004500,1,EF-766624,EQ-579177,ReglAggregators,12.13,Helionis Cluster,1559.46,8.51,0.522,28610
EF-C-0004501,1,EF-539773,EQ-339184,Ion Pulverizer_???9911,5.557,Helionis Cluster,1350.5,0.45,0.922,66740
EF-C-0004502,1,EF-849046,EQ-208203,Quantum Bore,9.285,Epsilon,1562.39,20.51,0.375,100568
EF-C-0004503,1,EF-140981,EQ-709061,Graviton Extractor,11.981,Helionis Cluster,1433.58,18.46,0.578,37909
EF-C-0004504,1,EF-959455,EQ-418680,Quantum Bore,13.007,Epsilon,1041.34,20.87,0.375,172832
EF-C-0004505,1,EF-694120,EQ-043526,ReglAggregators,8.909,Zeta,1068.08,17.58,0.471,105217
EF-C-0004506,1,EF-404780,EQ-272459,Ion Pulverizer,9.46,Epsilon,1712.79,15.22,0.477,117206
EF-C-0004507,1,EF-144151,EQ-377336,Quantum Bore,3,Epsilon,1096.45,16.82,0.466,136643
EF-C-0004508,1,EF-187039,EQ-608685,Quantum Bore,3,Zeta,1698.22,21.86,0.501,142569
EF-C-0004509,1,EF-729328,EQ-492299,Ion Pulverizer,11.516,Epsilon,281.46,12.92,0.316,81634
EF-C-0004510,1,EF-488169,EQ-772143,Ion Pulverizer,3,Zeta,129.74,17.61,0.788,30418
EF-C-0004511,2,EF-488169,EQ-772143,Ion Pulverizer,3,Zeta,129.74,17.61,0.788,33331
EF-C-0004512,1,EF-488169,EQ-772143,Ion Pulverizer,3,Zeta,129.74,17.61,0.788,132065
EF-C-0004513,2,EF-488169,EQ-772143,Ion Pulverizer,3,Zeta,129.74,17.61,0.788,213175
EF-C-0004514,1,EF-181968,EQ-836408,Quantum Bore,16.177,Epsilon,924.1,11.91,0.503,259454
EF-C-0004515,1,EF-294198,EQ-567904,ReglAggregators,13.452,Zeta,1538.63,4.27,0.621,73308
EF-C-0004516,1,EF-108497,EQ-376357,Ion Pulverizer,17.408,Zeta,159.73,20.63,0.552,85852
EF-C-0004517,-1,EF-400985,EQ-533185,Graviton Extractor,15.552,Helionis Cluster,1703.39,4.52,0.396,32257
EF-C-0004518,1,EF-137369,EQ-072528,Flux Rider,11.19,Helionis Cluster,263.68,23.21,0.652,36718
EF-C-0004519,1,EF-877097,EQ-033253,FexStram Carrier,10.042,Zeta,692.22,20.74,0.532,114554
EF-C-0004520,1,EF-917776,EQ-259863,Ion Pulverizer,20.134,Zeta,258.52,9.27,0.361,43591
EF-C-0004521,1,EF-545514,EQ-892118,ReglAggregators,11.362,Epsilon,1034.48,1.44,0.721,69736
EF-C-0004522,1,EF-446666,EQ-903164,Quantum Bore,5.619,Epsilon,1641.97,17.33,0.708,48024
EF-C-0004523,1,EF-765889,EQ-660273,Quantum Bore,14.495,Helionis Cluster,1052.65,5.38,0.275,109470
EF-C-0004524,1,EF-961111,EQ-449725,ReglAggregators,11.649,Epsilon,1430.85,8.31,0.583,69483
EF-C-0004525,1,EF-245650,EQ-136941,Quantum Bore,6.558,Epsilon,1340.31,8.59,0.989,100607
EF-C-0004526,1,EF-550654,EQ-339414,Graviton Extractor,6.427,Helionis Cluster,496.61,12.21,0.811,55623
EF-C-0004527,1,EF-537770,EQ-186324,Ion Pulverizer,9.299,Zeta,934.02,18.06,0.385,105203
EF-C-0004528,1,EF-729791,EQ-345629,Quantum Bore,12.772,Epsilon,288.5,19.82,0.503,70005
EF-C-0004529,1,EF-356618,EQ-552299,FexStram Carrier,0,Helionis Cluster,532.54,15.59,0.623,17773
EF-C-0004530,1,EF-354272,EQ-482464,FexStram Carrier,9.84,Zeta,662.99,6.5,0.381,23053
EF-C-0004531,1,EF-510318,EQ-438491,Quantum Bore,5.681,Helionis Cluster,1211.9,15.04,0.424,54965
EF-C-0004532,1,EF-820642,EQ-024983,ReglAggregators,7.542,Helionis Cluster,1696.18,13.34,0.514,26819
EF-C-0004533,1,EF-118212,EQ-508726,Quantum Bore,12.886,Epsilon,441.47,12.93,0.388,140934
EF-C-0004534,1,EF-589337,EQ-374724,Quantum Bore,9.063,Zeta,886.21,8.71,0.607,135065
EF-C-0004535,1,EF-442564,EQ-399192,Quantum Bore,3,Epsilon,225.14,15.52,0.571,152642
EF-C-0004536,1,EF-891081,EQ-496374,FexStram Carrier,18.897,Epsilon,1782.42,20.53,0.243,30817
EF-C-0004537,1,EF-060384,EQ-395173,Ion Pulverizer,4.174,Zeta,518.62,14.28,0.708,38264
EF-C-0004538,1,EF-071046,EQ-792274,Graviton Extractor,18.793,Epsilon,488.81,21.42,0.471,94137
EF-C-0004539,1,EF-470667,EQ-925114,Flux Rider,13.25,Helionis Cluster,466.79,20.32,0.777,60035
EF-C-0004540,1,EF-102686,EQ-276713,Ion Pulverizer,12.827,Epsilon,232.88,6.9,0.279,135960
EF-C-0004541,1,EF-085153,EQ-468097,ReglAggregators,15.315,Zeta,1359.57,5.2,0.839,40050
EF-C-0004542,2,EF-085153,EQ-468097,ReglAggregators,15.315,Zeta,1359.57,5.2,0.839,168190
EF-C-0004543,1,EF-085153,EQ-468097,ReglAggregators,15.315,Zeta,1359.57,5.2,0.839,38291
EF-C-0004544,2,EF-085153,EQ-468097,ReglAggregators,15.315,Zeta,1359.57,5.2,0.839,67635
EF-C-0004545,1,EF-561943,EQ-947584,ReglAggregators,16.483,Zeta,479.05,16.07,0.734,247998
EF-C-0004546,1,EF-116022,EQ-384203,Quantum Bore,8.37,Epsilon,1135.39,21.47,0.454,75564
EF-C-0004547,1,EF-042949,EQ-019215,ReglAggregators,9.711,Epsilon,830.2,21.56,0.333,39564
EF-C-0004548,1,EF-228978,EQ-122875,Ion Pulverizer,17.698,Zeta,1378.99,7.1,0.309,59982
EF-C-0004549,1,EF-095189,EQ-226541,Ion Pulverizer,12.689,Zeta,446.8,23.19,0.809,98421
EF-C-0004550,1,EF-766094,EQ-640759,Ion Pulverizer,19.484,Epsilon,1364.1,23.48,0.737,162644
EF-C-0004551,1,EF-430178,EQ-370468,Quantum Bore,10.234,Helionis Cluster,728.97,14.98,0,95776
EF-C-0004552,1,EF-152619,EQ-509818,Graviton Extractor,10.638,Epsilon,821.7,22.97,0.613,92644
EF-C-0004553,1,EF-180865,EQ-867754,Ion Pulverizer,18.244,Helionis Cluster,1017.72,13.08,0.73,47573
EF-C-0004554,1,EF-259775,EQ-717189,ReglAggregators,6.517,Epsilon,277.12,4.37,0.448,41845
EF-C-0004555,1,EF-720458,EQ-521000,Ion Pulverizer,6.723,Zeta,168.7,13.8,0.555,60123
EF-C-0004556,1,EF-513771,EQ-963537,Ion Pulverizer,7.269,Epsilon,1616.62,12.65,0.672,90247
EF-C-0004557,1,EF-718992,EQ-056780,Quantum Bore,13.91,Helionis Cluster,321.23,19.18,0.384,157170
EF-C-0004558,1,EF-138700,EQ-508528,Graviton Extractor,15.723,Epsilon,463.45,6.89,0.496,28307
EF-C-0004559,1,EF-378587,EQ-280933,Ion Pulverizer,16.368,Zeta,1478.46,15.36,0.271,81890
EF-C-0004560,1,EF-733921,EQ-596314,Flux Rider,6.872,Epsilon,405.44,16.32,0.44,140041
EF-C-0004561,1,EF-505773,EQ-064664,Ion Pulverizer,6.839,Zeta,1772.7,12.04,0.618,46835
EF-C-0004562,1,EF-965257,EQ-727350,Quantum Bore,20.469,Helionis Cluster,338.72,13.78,0.163,83196
EF-C-0004563,1,EF-154093,EQ-625394,Quantum Bore,16.661,Zeta,1539.69,18.02,0.554,129378
EF-C-0004564,1,EF-179952,EQ-089625,Quantum Bore,14.622,Epsilon,1459.73,14.51,0.468,164177
EF-C-0004565,1,EF-774735,EQ-683366,Quantum Bore,10.374,Epsilon,632.38,0.74,0.407,60325
EF-C-0004566,1,EF-283524,EQ-385139,ReglAggregators,15.778,Epsilon,1640.66,18.7,0.845,65952
EF-C-0004567,1,EF-143257,EQ-451437,Flux Rider,10.949,Epsilon,962.69,14.78,0.81,66457
EF-C-0004568,1,EF-804317,EQ-725935,ReglAggregators,10.959,Zeta,1346.05,17.79,0.464,47888
EF-C-0004569,1,EF-437226,EQ-779695,ReglAggregators,16.473,Zeta,517.49,6.32,0.668,74931
EF-C-0004570,1,EF-159916,EQ-339322,ReglAggregators,11.626,Zeta,1577.78,16.38,0.507,40812
EF-C-0004571,1,EF-366945,EQ-992167,FexStram Carrier,15.616,Zeta,880.32,11.72,0.607,39498
EF-C-0004572,1,EF-529184,EQ-123123,Graviton Extractor,11.348,Zeta,634.45,12.69,0.358,71106
EF-C-0004573,1,EF-619494,EQ-812868,Graviton Extractor,7.706,Epsilon,963.82,12.5,0.286,72759
EF-C-0004574,1,EF-356375,EQ-416983,Graviton Extractor,16.851,Epsilon,1733.19,0.77,0.711,58356
EF-C-0004575,1,EF-105509,EQ-869107,FexStram Carrier,10.396,Helionis Cluster_???9375,826.3,1.8,0.961,19040
EF-C-0004576,1,EF-284684,EQ-127321,ReglAggregators,9.886,Epsilon,789.48,22.42,0.799,83052
EF-C-0004577,1,EF-875914,EQ-910740,Quantum Bore,6.229,Epsilon,899.55,12.63,0.6,101926
EF-C-0004578,1,EF-962514,EQ-510144,Quantum Bore,10.7,Epsilon,624.58,14.4,0.692,139068
EF-C-0004579,1,EF-174995,EQ-610110,Quantum Bore,7.424,Zeta,204.81,17.95,0.451,85688
EF-C-0004580,1,EF-161590,EQ-454217,Graviton Extractor,9.544,Epsilon,965.49,20.56,0.215,32189
EF-C-0004581,1,EF-343181,EQ-200748,ReglAggregators,11.295,Epsilon,1115.21,16.52,0.932,47962
EF-C-0004582,1,EF-617246,EQ-353435,Graviton Extractor,11.557,Epsilon,854.34,21.91,0.744,56596
EF-C-0004583,1,EF-180334,EQ-110075,Flux Rider,8.683,Helionis Cluster,583.04,11.21,0.985,28614
EF-C-0004584,1,EF-598030,EQ-969796,ReglAggregators,11.578,Zeta,169.04,15.09,0.848,77012
EF-C-0004585,1,EF-985633_???2118,Unknown,ReglAggregators,12.052,Helionis Cluster,1151.89,17.2,0.378,24792
EF-C-0004586,1,EF-825750,EQ-710041,Quantum Bore,8.774,Helionis Cluster,1704.92,16.45,0.4,111728
EF-C-0004587,1,EF-090833,EQ-550903,ReglAggregators,17.226,Epsilon,1042.57,1.06,0.429,69363
EF-C-0004588,1,EF-074606,EQ-074317,Quantum Bore,3,Helionis Cluster,984.67,21.89,0.698,107783
EF-C-0004589,1,EF-711970,EQ-322669,Flux Rider,13.761,Helionis Cluster,1454.13,20.2,0.604,78289
EF-C-0004590,1,EF-558251,EQ-694825,Quantum Bore,15.875,Helionis Cluster,1297.75,23.54,0.773,93899
EF-C-0004591,1,EF-567126,EQ-894644,ReglAggregators,6.944,Helionis Cluster,1200.25,0.65,0.607,40434
EF-C-0004592,1,EF-204938,EQ-892690,Ion Pulverizer,16.328,Epsilon,755.02,17.49,0.765,43958
EF-C-0004593,1,EF-449897,EQ-118514,FexStram Carrier,14.877,Epsilon,181.12,18.91,0.666,52314
EF-C-0004594,2,EF-449897,EQ-118514,FexStram Carrier,14.877,Epsilon,181.12,18.91,0.666,30729
EF-C-0004595,1,EF-449897,EQ-118514,FexStram Carrier,14.877,Epsilon,181.12,18.91,0.666,14513
EF-C-0004596,2,EF-449897,EQ-118514,FexStram Carrier,14.877,Epsilon,181.12,18.91,0.666,142824
EF-C-0004597,1,EF-806272,EQ-339954,Quantum Bore,3,Zeta,683.33,20.55,0.691,282036
EF-C-0004598,1,EF-999566,EQ-842206,Ion Pulverizer,9.781,Helionis Cluster,577.31,19.04,0.275,102891
EF-C-0004599,1,EF-360941,EQ-766374,Ion Pulverizer,6.53,Zeta,1620.78,22.92,0.409,68380
EF-C-0004600,1,EF-566080,EQ-758720,Quantum Bore,8.938,Epsilon,1448.73,18.69,0.472,117898
EF-C-0004601,1,EF-408512,EQ-001968,Ion Pulverizer,10.982,Epsilon,1256.28,19.36,0.484,34766
EF-C-0004602,1,EF-053794,EQ-719715,Quantum Bore,12.994,Zeta,1092.98,17.13,0.543,205293
EF-C-0004603,1,EF-979635,EQ-187468,ReglAggregators,20.126,Zeta,1397.74,23.66,0.5,51004
EF-C-0004604,1,EF-874206,EQ-902231,Quantum Bore,8.426,Helionis Cluster,1608.7,21.7,0.286,94720
EF-C-0004605,1,EF-853690,EQ-944317,Quantum Bore,15.188,Zeta,1771.25,11.2,0.376,244812
EF-C-0004606,1,EF-976526,EQ-132749,Graviton Extractor,9.33,Helionis Cluster,368.22,19.73,0.7,61396
EF-C-0004607,2,EF-976526,EQ-132749,Graviton Extractor,9.33,Helionis Cluster,368.22,19.73,0.7,177565
EF-C-0004608,1,EF-976526,EQ-132749,Graviton Extractor,9.33,Helionis Cluster,368.22,19.73,0.7,39035
EF-C-0004609,2,EF-976526,EQ-132749,Graviton Extractor,9.33,Helionis Cluster,368.22,19.73,0.7,95467
EF-C-0004610,1,EF-386498,EQ-813167,Quantum Bore,3,Epsilon,1301.14,20.03,0.304,124346
EF-C-0004611,1,EF-494018,EQ-153211,Quantum Bore,22.023,Epsilon,471.9,8.55,0.954,206130
EF-C-0004612,1,EF-062868,EQ-763416,Ion Pulverizer,4.386,Helionis Cluster,362.87,23.09,0.511,105383
EF-C-0004613,1,EF-727580,EQ-064140,ReglAggregators,6.914,Zeta,447.02,20.66,0.685,95332
EF-C-0004614,1,EF-932286,EQ-261581,ReglAggregators,13.994,Zeta,1103.07,11.33,0.882,83475
EF-C-0004615,1,EF-501770,EQ-256736,FexStram Carrier,13.751,Epsilon,1047.26,20.64,0.745,17842
EF-C-0004616,1,EF-368464,EQ-552966,Flux Rider,5.404,Zeta,1203.85,21.85,0.492,95712
EF-C-0004617,1,EF-964627,EQ-900744,Ion Pulverizer,3.489,Zeta,629.35,23.02,0.673,100621
EF-C-0004618,1,EF-752882,EQ-239525,Ion Pulverizer,11.985,Epsilon,127.4,22.87,0.793,91861
EF-C-0004619,1,EF-865569,EQ-986050,Ion Pulverizer,16.407,Helionis Cluster,826.59,22.42,0.638,101294
EF-C-0004620,1,EF-848769,EQ-157988,ReglAggregators,16.808,Helionis Cluster,691.57,23.24,0.668,109900
EF-C-0004621,1,EF-022632,EQ-006705,Quantum Bore,8.08,Epsilon,1166.82,20.46,0.533,65217
EF-C-0004622,1,EF-591593,EQ-920957,Quantum Bore,8.127,Epsilon,729.03,8.01,0.242,109173
EF-C-0004623,1,EF-674375,EQ-210927,Quantum Bore,3,Epsilon,567.11,13.82,0.318,86175
EF-C-0004624,1,EF-419065,EQ-738186,Quantum Bore,9.337,Helionis Cluster,1425.96,21.74,0.622,122193
EF-C-0004625,1,EF-238063,EQ-380340,ReglAggregators,14.324,Zeta,1136.29,6.17,0.555,88923
EF-C-0004626,2,EF-238063,EQ-380340,ReglAggregators,14.324,Zeta,1136.29,6.17,0.555,104300
EF-C-0004627,1,EF-238063,EQ-380340,ReglAggregators,14.324,Zeta,1136.29,6.17,0.555,104223
EF-C-0004628,2,EF-238063,EQ-380340,ReglAggregators,14.324,Zeta,1136.29,6.17,0.555,109860
EF-C-0004629,1,EF-552961,EQ-908733,Ion Pulverizer,13.566,Epsilon,759.42,8.22,0.435,24924
EF-C-0004630,1,EF-734571,EQ-096792,Ion Pulverizer,5.837,Epsilon,819.14,17.71,0.904,157750
EF-C-0004631,1,EF-684821,EQ-732325,Quantum Bore,8.224,Zeta,1251.52,15.91,0.82,140071
EF-C-0004632,1,EF-133599,EQ-756944,Flux Rider,4.428,Zeta,1677.01,20.54,0.409,53997
EF-C-0004633,1,EF-534234,EQ-928978,Quantum Bore,6.364,Epsilon,684.23,23.81,0.618,115064
EF-C-0004634,2,EF-534234,EQ-928978,Quantum Bore,6.364,Epsilon,684.23,23.81,0.618,177304
EF-C-0004635,1,EF-534234,EQ-928978,Quantum Bore,6.364,Epsilon,684.23,23.81,0.618,84743
EF-C-0004636,2,EF-534234,EQ-928978,Quantum Bore,6.364,Epsilon,684.23,23.81,0.618,144968
EF-C-0004637,1,EF-234242,EQ-537334,Ion Pulverizer,14.479,Epsilon,755.31,5.75,0.676,28203
EF-C-0004638,1,EF-455236,EQ-720023,Ion Pulverizer,10.546,Epsilon,1282.78,23.72,0.944,72545
EF-C-0004639,1,EF-072499,EQ-912678,ReglAggregators,15.375,Helionis Cluster,1502.46,2.02,0.694,70484
EF-C-0004640,1,EF-822118,EQ-506700,Flux Rider,9.018,Epsilon,908.27,5.19,0.3,37143
EF-C-0004641,1,EF-407536,EQ-981792,Quantum Bore,18.643,Helionis Cluster,632.18,4.41,0.168,66550
EF-C-0004642,1,EF-237634,EQ-564588,Quantum Bore,21.75,Epsilon,1150.84,14.51,0.803,111490
EF-C-0004643,1,EF-540637_???7786,EQ-638495,ReglAggregators,14.732,Epsilon,229.51,16.09,0.47,22769
EF-C-0004644,1,EF-661447,EQ-195011,Ion Pulverizer,22.522,Helionis Cluster,662.05,19.55,0.66,183202
EF-C-0004645,1,EF-009351,EQ-426060,FexStram Carrier,12.348,Epsilon,511.48,22.72,0.55,51146
EF-C-0004646,1,EF-913563,EQ-670882,Quantum Bore,19.65,Epsilon,1697.3,18.98,0.43,252616
EF-C-0004647,1,EF-760292,EQ-303260,Ion Pulverizer,19.004,Zeta,1374.58,0.01,0.972,63486
EF-C-0004648,2,EF-760292,EQ-303260,Ion Pulverizer,19.004,Zeta,1374.58,0.01,0.972,53550
EF-C-0004649,1,EF-760292,EQ-303260,Ion Pulverizer,19.004,Zeta,1374.58,0.01,0.972,65144
