claim_id,claim_seq,policy_id,shipment_id,cargo_type,cargo_value,weight,route_risk,distance,transit_duration,pilot_experience,vessel_age,container_type,solar_radiation,debris_density,exposure,claim_amount
CAR-C-0015805,2,CL-166254,S-719981,titanium,1750000,250000,3,57.56,32.962,11.513,13.088,DockArc Freight Case,0.219,0.147,0.219,143938
CAR-C-0015806,1,CL-864289,S-009909,titanium,1575000,225000,3,1.58,1.13,12.663,10.594,DockArc Freight Case,0.098,0.205,0.187,20625
CAR-C-0015807,2,CL-864289,S-009909,titanium,1575000,225000,3,1.58,1.13,12.663,10.594,DockArc Freight Case,0,0.205,0.187,12093
CAR-C-0015808,3,CL-864289,S-009909,titanium,1575000,225000,3,1.58,1.13,12.663,10.594,DockArc Freight Case,0.098,0.205,0.187,111263
CAR-C-0015809,1,CL-054212,S-212615,cobalt,10400000,200000,3,1.58,1.177,20.558,9.331,DockArc Freight Case,0.077,0.131,0.818,598280
CAR-C-0015810,1,CL-870114,S-622421,cobalt,10400000,200000,2,1.58,1,13.794,36.322,DeepSpace Haulbox,0.211,0.291,0.777,434334
CAR-C-0015811,1,CL-618649,S-440829,supplies,700000,70000,4,17.35,9.146,14.125,28.233,LongHaul Vault Canister,0.436,0.275,0.147,21951
CAR-C-0015812,1,CL-925692,S-597012,platinum,163500000,3000,4,1.58,1,13.956,27.995,QuantumCrate Module,0.099,0.472,0.083,6580873
CAR-C-0015813,1,CL-513089,S-313221,gold,678000000,5000,3,4.51,2.744,16.423,9.793,DeepSpace Haulbox,0.085,0.075,0.392,48907822
CAR-C-0015814,1,CL-834472,S-916923,supplies,1000000,100000,5,11.92,7.408,17.113,1,LongHaul Vault Canister,0.178,0.191,0.63,44667
CAR-C-0015815,1,CL-309542,S-680248,lithium,7380000,90000,4,45.51,34.985,13.515,13.44,QuantumCrate Module,0.328,0.394,0.595,324602
CAR-C-0015816,1,CL-231945,S-585027,supplies,900000,90000,4,35.32,19.113,16.954,18.017,DockArc Freight Case,0.336,0.092,0.134,79115
CAR-C-0015817,1,CL-474229,S-139697,lithium,11070000,135000,5,24.14,18.496,14.755,23.504,HardSeal Transit Crate,0.483,0.218,0.743,1548682
CAR-C-0015818,1,CL-845545,S-925863,lithium,11070000,135000,3,1.83,1.09,16.445,16.31,DeepSpace Haulbox,0.341,0.176,0.662,484781
CAR-C-0015819,2,CL-845545,S-925863,lithium,11070000,135000,3,1.83,1.09,16.445,16.31,DeepSpace Haulbox,0.341,0.176,0.662,697468
CAR-C-0015820,1,CL-493282,S-732132,supplies,500000,50000,3,1.58,1.155,15.374,13.864,DockArc Freight Case,0.059,0.229,0.198,11947
CAR-C-0015821,1,CL-587357,S-247134,gold,406800000,3000,4,27.41,14.972,17.008,21.875,QuantumCrate Module,0.338,0.239,0.236,22316643
CAR-C-0015822,1,CL-282451,S-373504,platinum,147150000,2700,3,1.58,1,10.832,30.612,DockArc Freight Case,0.276,0.245,0.183,3219362
CAR-C-0015823,1,CL-907412,S-227449,platinum,114450000,2100,3,14.63,7.345,13.184,20.485,DockArc Freight Case,0.026,0.426,0.242,20107786
CAR-C-0015824,1,CL-573212,S-028432,supplies,1000000,100000,3,33.15,18.395,17.52,8.828,DeepSpace Haulbox,0.346,0.288,0.178,30717
CAR-C-0015825,1,CL-693328,S-864938,lithium,8610000,105000,3,37.97,31.042,23.572,27.739,QuantumCrate Module,0.501,0.446,0.174,680131
CAR-C-0015826,2,CL-693328,S-864938,lithium,8610000,105000,3,37.97,31.042,23.572,27.739,QuantumCrate Module,0.501,0.446,0.174,272521
CAR-C-0015827,1,CL-842159,S-850384,titanium,1050000,150000,4,31.2,24.681,11.383,35.293,HardSeal Transit Crate,0.292,0.384,0.218,693821
CAR-C-0015828,1,CL-374933,S-662374,platinum,130800000,2400,3,43.17,27.547,8.747,17.117,LongHaul Vault Canister,0.413,0.452,0.119,6831723
CAR-C-0015829,1,CL-149836,S-953314,titanium,1575000,225000,2,19.18,11.669,16.369,16.984,DeepSpace Haulbox,0.068,0.092,0.612,33608
CAR-C-0015830,1,CL-716660,S-653028,platinum,114450000,2100,5,21.92,15.106,12.056,22.61,DeepSpace Haulbox,0.272,0.359,0.297,12103488
CAR-C-0015831,1,CL-434045,S-692148,platinum,147150000,2700,3,23.54,9.674,20.78,28.05,HardSeal Transit Crate,0.163,0.219,0.179,4927263
CAR-C-0015832,1,CL-455469,S-815004,cobalt,7280000,140000,4,21.02,11.239,10.681,31.305,LongHaul Vault Canister,0.091,0.516,0.482,196011
CAR-C-0015833,2,CL-455469,S-815004,cobalt,7280000,140000,4,21.02,11.239,10.681,31.305,LongHaul Vault Canister,0.091,0.516,0.482,771874
CAR-C-0015834,1,CL-821067,S-203541,supplies,800000,80000,4,31.04,19.495,14.293,3.648,HardSeal Transit Crate,0.334,0.456,0.246,68247
CAR-C-0015835,2,CL-821067,S-203541,supplies,800000,80000,4,31.04,19.495,-14.293,3.648,HardSeal Transit Crate,0.334,0.456,0.246,93758
CAR-C-0015836,3,CL-821067,S-203541,supplies,800000,80000,4,31.04,19.495,14.293,3.648,HardSeal Transit Crate,0.334,0.456,0.246,103094
CAR-C-0015837,1,CL-726994,S-618515,cobalt,9360000,180000,1,53.81,33.314,7.73,13.318,DockArc Freight Case,0.316,0.175,0.234,1596039
CAR-C-0015838,1,CL-300209,S-486986,platinum,98100000,1800,3,69.52,38.169,14.936,7.532,QuantumCrate Module,0.336,0.381,0.519,5626567
CAR-C-0015839,1,CL-435208,S-329428,platinum,114450000,2100,3,26.67,16.87,21.78,15.733,DeepSpace Haulbox,0.44,0.223,0.235,8440982
CAR-C-0015840,1,CL-691997,S-357115,rare earths,3400000,40000,4,33.63,18.158,20.129,1.713,QuantumCrate Module,0.305,0.323,0.162,114625
CAR-C-0015841,1,CL-957497,S-113553,platinum,114450000,2100,4,12.41,8.166,16.698,15.17,HardSeal Transit Crate,0.142,0.291,0.083,-28681585
CAR-C-0015842,2,CL-957497,S-113553,platinum,114450000,2100,4,12.41,8.166,16.698,15.17,HardSeal Transit Crate,0.142,0.291,0.083,10085400
CAR-C-0015843,1,CL-083628,S-389539,titanium,1750000,250000,4,31.1,18.817,13.672,27.828,LongHaul Vault Canister,0.379,0.266,0.854,433308
CAR-C-0015844,1,CL-760880,S-294555,gold,678000000,5000,4,21.24,9.778,12.975,17.787,DockArc Freight Case,0.451,0.287,0.567,51838741
CAR-C-0015845,1,CL-722048,S-817514,lithium,11070000,135000,4,33.96,24.153,16.628,38.883,HardSeal Transit Crate,0.281,0.153,0.855,3437933
CAR-C-0015846,1,CL-733922,S-798869,titanium,1225000,175000,3,39.08,14.017,13.777,42.928,LongHaul Vault Canister,0.293,0.441,0.859,175836
CAR-C-0015847,1,CL-951933,S-636382,gold,542400000,4000,3,22.62,15.924,18.418,19.894,QuantumCrate Module,0.317,0.276,0.783,41106713
CAR-C-0015848,1,CL-631419,S-923170,lithium,6150000,75000,4,24.91,15.033,17.619,29.776,DeepSpace Haulbox,0.235,0.296,0.501,817249
CAR-C-0015849,1,CL-227289,S-675806,titanium,1750000,250000,2,22.02,14.554,18.164,11.579,DockArc Freight Case,0.199,0.227,0.34,184957
CAR-C-0015850,1,CL-661339,S-342101,platinum,98100000,1800,2,32.06,21.982,15.087,6.86,HardSeal Transit Crate,0.281,0.207,0.441,17808597
CAR-C-0015851,1,CL-611972,S-754052,platinum,81750000,1500,4,7.59,5.052,6.081,18.049,HardSeal Transit Crate,0.171,0.174,0.47,6946940
CAR-C-0015852,1,CL-692074,S-955068,titanium,1575000,225000,3,38.07,24.493,14.564,48.309,LongHaul Vault Canister,0.142,0.269,0.194,266642
CAR-C-0015853,1,CL-124436,S-896743,platinum,147150000,2700,5,28.74,15.237,9.475,32.467,DeepSpace Haulbox,0.257,0.393,0.386,6193509
CAR-C-0015854,1,CL-213954,S-273125,rare earths,4250000,50000,3,47.22,30.962,15.511,29.177,QuantumCrate Module,0.261,0.269,0.083,328567
CAR-C-0015855,1,CL-709965,S-192088,gold,542400000,4000,4,52.32,25.764,15.945,11.559,DockArc Freight Case,0.292,0.454,0.666,61068012
CAR-C-0015856,1,CL-481777,S-342991,platinum,98100000,1800,2,47.05,28.922,18.301,14.238,DockArc Freight Case,0.485,0.285,0.422,9436424
CAR-C-0015857,1,CL-152043,S-610653,titanium,1050000,150000,3,1.58,1,21.982,23.933,DockArc Freight Case,0.24,0.215,0.781,40224
CAR-C-0015858,1,CL-805378,S-305990,platinum,81750000,1500,2,35.58,16.913,10.254,14.977,HardSeal Transit Crate,0.321,0.212,0.828,5853804
CAR-C-0015859,1,CL-663266,S-603935,lithium,12300000,150000,2,18.34,12.146,12.511,11.263,HardSeal Transit Crate,0.019,0.203,0.725,-803500
CAR-C-0015860,1,CL-260602,S-533599,lithium,9840000,120000,4,27.6,20.195,11.092,27.755,QuantumCrate Module,0.086,0.086,0.875,1749000
CAR-C-0015861,1,CL-376213,S-792888,titanium,1225000,175000,3,36.45,19.591,16.188,16.985,DockArc Freight Case,0.172,0.287,0.273,110596
CAR-C-0015862,1,CL-444275,S-244308,platinum,114450000,2100,4,43.66,27.644,16.45,27.942,DockArc Freight Case,0.362,0.382,0.206,6595134
CAR-C-0015863,1,CL-750062,S-844483,gold,339000000,2500,2,7.13,4.696,11.299,21.655,QuantumCrate Module,0,0.236,0.13,19234235
CAR-C-0015864,1,CL-128466,S-255922,lithium,7380000,90000,3,7.62,4.92,21.195,13.53,LongHaul Vault Canister,0.13,0.103,0.492,973983
CAR-C-0015865,1,CL-540921,S-091626,cobalt,8320000,160000,3,9.39,5.968,6.71,11.808,HardSeal Transit Crate,0.283,0.176,0.401,663188
CAR-C-0015866,1,CL-624851,S-832533,lithium,9840000,120000,3,46.91,29.055,19.201,15.233,HardSeal Transit Crate,0.271,0.323,0.202,752812
CAR-C-0015867,2,CL-624851,S-832533,lithium,9840000,120000,3,46.91,29.055,19.201,15.233,HardSeal Transit Crate,0.271,0.323,0.202,2716583
CAR-C-0015868,1,CL-677652,S-591789,rare earths,2125000,25000,2,28.67,21.977,17.909,27.207,DeepSpace Haulbox,0.321,0.192,0.13,126134
CAR-C-0015869,1,CL-624724,S-482809,gold,678000000,5000,3,29.92,24.285,15.122,11.422,HardSeal Transit Crate,0.251,0.138,0.679,24724652
CAR-C-0015870,1,CL-048771,S-804735,platinum,81750000,1500,4,31.85,15.591,11,16.124,DeepSpace Haulbox,0.403,0.507,0.233,9977534
CAR-C-0015871,2,CL-048771,S-804735,platinum,81750000,1500,4,31.85,15.591,11,16.124,DeepSpace Haulbox,0.403,0.507,0.233,20004707
CAR-C-0015872,3,CL-048771,S-804735,platinum,81750000,1500,4,31.85,15.591,11,16.124,DeepSpace Haulbox,0.403,0.507,0.233,7107949
CAR-C-0015873,1,CL-784234,S-515054,supplies,700000,70000,3,18.36,9.568,23.179,12.459,DockArc Freight Case,0.157,0.305,0.131,44901
CAR-C-0015874,2,CL-784234,S-515054,supplies,700000,70000,3,18.36,9.568,23.179,12.459,DockArc Freight Case,0.157,0.305,0.131,7441
CAR-C-0015875,1,CL-427902,S-790256,rare earths,2550000,30000,3,82.01,55.626,15.344,24.896,QuantumCrate Module,0.371,0.318,0.083,456516
CAR-C-0015876,2,CL-427902,S-790256,rare earths,2550000,30000,3,82.01,55.626,15.344,24.896,QuantumCrate Module,0.371,0.318,0.083,83550
CAR-C-0015877,1,CL-538009,S-084339,supplies,800000,80000,2,30.72,14.451,14.843,37.554,HardSeal Transit Crate,0.4,0.157,0.884,42105
CAR-C-0015878,1,CL-807903,S-924219,supplies,1000000,100000,2,22.34,13.533,5.432,12.288,HardSeal Transit Crate,0.297,0.215,0.197,50131
CAR-C-0015879,1,CL-258690,S-701465,rare earths,3825000,45000,1,63.22,34.817,15.172,1,QuantumCrate Module,0.261,0.36,0.471,203175
CAR-C-0015880,2,CL-258690,S-701465,rare earths,3825000,45000,1,63.22,34.817,15.172,1,QuantumCrate Module,0.261,0.36,0.471,250449
CAR-C-0015881,1,CL-598863,S-507385,rare earths,2125000,25000,2,6.03,3.774,13.482,28.538,DeepSpace Haulbox,0.046,0.02,0.21,47255
CAR-C-0015882,1,CL-953346,S-021271,cobalt,7280000,140000,3,26.05,17.335,13.737,9.342,LongHaul Vault Canister,0.444,0.347,0.183,415011
CAR-C-0015883,1,CL-598904,S-228058,supplies,700000,70000,3,39.64,29.648,19.686,23.157,DeepSpace Haulbox,0.484,0.272,0.163,79698
CAR-C-0015884,2,CL-598904,S-228058,supplies,700000,70000,3,39.64,29.648,19.686,23.157,DeepSpace Haulbox,0.484,0.272,0.163,101945
CAR-C-0015885,1,CL-310191,S-569753,titanium,1050000,150000,3,22.22,16.318,22.233,23.809,LongHaul Vault Canister,0.197,0.213,0.433,43316
CAR-C-0015886,1,CL-825708,S-852908,lithium,7380000,90000,1,13.21,9.217,11.426,26.341,LongHaul Vault Canister,0.036,0.177,0.156,164878
CAR-C-0015887,1,CL-667373,S-569574,titanium,875000,125000,53,37.74,26.052,10.175,22.22,LongHaul Vault Canister,0.249,0.504,0.603,77273
CAR-C-0015888,1,CL-661347,S-604226,platinum,81750000,1500,4,1.58,1,30,29.114,HardSeal Transit Crate,0.151,0.166,0.112,11728939
CAR-C-0015889,1,CL-538201,S-402082,platinum,147150000,2700,2,8.65,5.665,11.392,13.689,LongHaul Vault Canister,0,0.063,0.213,2025795
CAR-C-0015890,1,CL-901051,S-885647,titanium,1400000,200000,1,11.6,7.693,10.378,18.59,DeepSpace Haulbox,0.154,0,0.918,21160
CAR-C-0015891,1,CL-174495,S-352891,gold,542400000,4000,3,4.98,4.252,16.257,34.168,DeepSpace Haulbox,0.242,0.222,0.377,20455776
CAR-C-0015892,1,CL-781497,S-449238,rare earths,2550000,30000,3,48.87,25.897,13.858,15.684,HardSeal Transit Crate,0.276,0.215,0.083,154529
CAR-C-0015893,2,CL-781497,S-449238,rare earths,2550000,30000,3,48.87,25.897,13.858,15.684,Unknown,0.276,0.215,0.083,588224
CAR-C-0015894,1,CL-870995,S-095477,platinum,147150000,2700,2,11.92,6.413,7.081,25.311,QuantumCrate Module,0.188,0.37,0.18,4989673
CAR-C-0015895,2,CL-870995,S-095477,platinum,147150000,2700,2,11.92,6.413,7.081,25.311,QuantumCrate Module,0.188,0.37,0.18,23436582
CAR-C-0015896,1,CL-658289,S-546809,rare earths,2975000,35000,4,38.93,23.306,17.085,5.139,DockArc Freight Case,0.25,0.157,0.676,76073
CAR-C-0015897,1,CL-237423,S-043548,gold,406800000,3000,4,16.74,11.828,14.043,19.358,DockArc Freight Case,0.108,0.119,0.656,53514756
CAR-C-0015898,1,CL-786704,S-277078,rare earths,3825000,45000,3,57.48,37.875,9.819,30.753,HardSeal Transit Crate,0.261,0.367,0.365,158524
CAR-C-0015899,1,CL-688538,S-676969,cobalt,5200000,100000,5,49.71,30.447,26.476,45.162,QuantumCrate Module,0.347,0.335,0.083,1448175
CAR-C-0015900,2,CL-688538,S-676969,cobalt,5200000,100000,5,49.71,30.447,26.476,45.162,QuantumCrate Module,0.347,0.335,0.083,623619
CAR-C-0015901,1,CL-221617,S-836498,supplies,500000,50000,2,9.2,6.8,21.782,16.715,DockArc Freight Case,0.178,0.243,0.248,21748
CAR-C-0015902,1,CL-393096,S-574597,supplies,700000,70000,3,34.17,18.141,15.712,27.324,HardSeal Transit Crate,0.097,0.234,0.494,28161
CAR-C-0015903,1,CL-446742,S-699360,lithium,7380000,90000,2,51.05,40.479,12.833,16.891,DeepSpace Haulbox,0.355,0.487,0.708,2628223
CAR-C-0015904,1,CL-575943,S-743216,gold,339000000,2500,3,3.58,1.935,3.832,34.898,DeepSpace Haulbox,0.153,0.147,0.478,28444655
CAR-C-0015905,1,CL-486950,S-149170,gold,678000000,5000,3,46.25,28.525,18.143,32.675,HardSeal Transit Crate,0.226,0.276,0.083,158248159
CAR-C-0015906,2,CL-486950,S-149170,gold,678000000,5000,3,46.25,28.525,18.143,32.675,HardSeal Transit Crate,0.226,0.276,0.083,50959627
CAR-C-0015907,1,CL-404888,S-145010,supplies,1000000,100000,3,30.71,17.149,12.137,30.7,LongHaul Vault Canister,0.226,0.302,0.248,196722
CAR-C-0015908,2,CL-404888,S-145010,supplies,1000000,100000,3,30.71,17.149,12.137,30.7,LongHaul Vault Canister,0.226,0.302,0.248,20727
CAR-C-0015909,3,CL-404888,S-145010,supplies,1000000,100000,3,30.71,17.149,12.137,30.7,LongHaul Vault Canister,0.226,0.302,0.248,44693
CAR-C-0015910,4,CL-404888,S-145010,supplies,1000000,100000,3,30.71,17.149,12.137,30.7,LongHaul Vault Canister,0.226,0.302,0.248,-20930
CAR-C-0015911,1,CL-911288,S-501100,cobalt,8320000,160000,3,31.27,17.413,16.665,8.49,HardSeal Transit Crate,0.289,0.269,0.314,713792
CAR-C-0015912,1,CL-912148,S-104307,gold,406800000,3000,4,30.48,17.024,16.278,32.751,QuantumCrate Module,0.431,0.383,0.209,15872751
CAR-C-0015913,2,CL-912148,S-104307,gold,406800000,3000,4,30.48,17.024,16.278,32.751,QuantumCrate Module,0.431,0.383,0.209,27545803
CAR-C-0015914,1,CL-300925,S-685815,lithium,9840000,120000,3,1.58,1,14.635,24.348,HardSeal Transit Crate,0.304,0.435,0.336,695836
CAR-C-0015915,1,CL-064984,S-898793,rare earths,4250000,50000,3,49.37,31.677,14,5.711,DeepSpace Haulbox,0.276,0.19,0.156,417854
CAR-C-0015916,1,CL-156629,S-104898,gold,610200000,4500,1,28.11,19.899,17.501,18.964,DockArc Freight Case,0.15,0.235,0.083,54965250
CAR-C-0015917,1,CL-243416,S-007348,rare earths,3825000,45000,1,28.78,16.251,10.588,26.276,DockArc Freight Case,0.341,0.141,0.677,129286
CAR-C-0015918,1,CL-758105,S-171201,lithium,8610000,105000,5,66.58,43.067,16.675,31.507,LongHaul Vault Canister,0.417,0.412,0.239,2056864
CAR-C-0015919,1,CL-531583,S-190376,lithium,8610000,105000,3,1.58,1.071,20.394,27.383,QuantumCrate Module,0.219,0.235,0.083,254605
CAR-C-0015920,1,CL-540534,S-096717,rare earths,3400000,40000,4,19.82,12.423,14.96,12.508,DockArc Freight Case,0.132,0.272,0.894,98063
CAR-C-0015921,1,CL-853327,S-094588,supplies,600000,60000,3,9.06,5.719,21.865,30.763,LongHaul Vault Canister,0.059,0.36,0.589,9515
CAR-C-0015922,1,CL-468888,S-435066,gold,542400000,4000,3,8.87,5.524,25.875,1,DockArc Freight Case,0.101,0.057,0.083,49377420
CAR-C-0015923,2,CL-468888,S-435066,gold,542400000,4000,3,8.87,5.524,25.875,1,DockArc Freight Case,0.101,0.057,0.083,12605382
CAR-C-0015924,1,CL-813353,S-031327,supplies,900000,90000,3,30.95,15.231,1,8.388,DeepSpace Haulbox,0.072,0.273,0.187,26131
CAR-C-0015925,1,CL-811848,S-592150,supplies,600000,60000,2,20.75,11.917,5.343,6.11,LongHaul Vault Canister,0.155,0.189,0.147,20024
CAR-C-0015926,2,CL-811848,S-592150,supplies,600000,60000,2,20.75,11.917,5.343,6.11,LongHaul Vault Canister,0.155,0.189,0.147,15535
CAR-C-0015927,1,CL-320510,S-103536,cobalt,10400000,200000,5,47.3,28.671,22.982,8.318,LongHaul Vault Canister,0.276,0.308,0.724,1619694
CAR-C-0015928,1,CL-779997,S-308251,platinum,114450000,2100,2,28.97,15.936,13.883,17.36,QuantumCrate Module,0.13,0.514,0.191,19501599
CAR-C-0015929,1,CL-581210,S-427693,lithium,11070000,135000,3,1.58,1.05,9.401,26.089,DeepSpace Haulbox,0.222,0.32,0.148,1304658
CAR-C-0015930,1,CL-364320,S-175850,lithium,7380000,90000,4,11.76,7.857,19.682,33.51,DeepSpace Haulbox,0.043,0.188,0.572,913993
CAR-C-0015931,1,CL-403690,S-333146,cobalt,9360000,180000,2,23.18,10.816,10.734,1,QuantumCrate Module,0.164,0.252,0.163,768806
CAR-C-0015932,1,CL-785988,S-727991,lithium,9840000,120000,5,21.36,12.977,18.328,21.766,DockArc Freight Case,0.287,0.37,0.202,1384215
CAR-C-0015933,-1,CL-556844,S-790984,gold,339000000,2500,1,1.58,1.127,9.111,1.483,DockArc Freight Case,0.039,0.184,0.121,21221680
CAR-C-0015934,1,CL-527000,S-822235,platinum,147150000,2700,3,38.9,25.185,13.306,26.89,DockArc Freight Case,0.225,0.291,0.127,11598430
CAR-C-0015935,1,CL-379703,S-133484,lithium,8610000,105000,4,14.31,7.92,15.529,7.932,LongHaul Vault Canister,0.19,0.553,0.158,289588
CAR-C-0015936,2,CL-379703,S-133484,lithium,8610000,105000,4,14.31,7.92,15.529,7.932,LongHaul Vault Canister,0.19,0.553,0.158,2344669
CAR-C-0015937,1,CL-028555,S-587476,gold,474600000,3500,2,36.68,24.073,23.048,22.558,QuantumCrate Module,0.218,0.243,0.208,36742938
CAR-C-0015938,1,CL-121319,S-337576,gold,542400000,4000,3,1.58,1.123,22.958,15.032,QuantumCrate Module,0.379,0.246,0.156,22300813
CAR-C-0015939,1,CL-875658,S-484558,gold,542400000,4000,3,22.21,17.644,8.773,23.4,DockArc Freight Case,0.356,0.275,0.372,34532835
CAR-C-0015940,1,CL-765177,S-870044,gold,406800000,3000,3,58.42,40.597,20.173,34.081,HardSeal Transit Crate,0.453,0.383,0.129,107415056
CAR-C-0015941,1,CL-690313,S-603063,platinum,98100000,1800,4,48.82,28.607,12.311,21.571,LongHaul Vault Canister,0.42,0.194,0.424,3820538
CAR-C-0015942,1,CL-031899,S-007913,titanium,1575000,225000,2,1.58,1,22.872,26.625,DeepSpace Haulbox,0.281,0.139,0.665,56576
CAR-C-0015943,1,CL-498763,S-141177,titanium,1400000,200000,5,40.96,15.206,16.038,1,DeepSpace Haulbox,0.386,0.443,0.452,462674
CAR-C-0015944,1,CL-508565,S-099969,cobalt,8320000,160000,1,16.36,9.431,12.455,18.86,HardSeal Transit Crate,0.285,0.229,0.234,200794
CAR-C-0015945,2,CL-508565,S-099969,cobalt,8320000,160000,1,16.36,9.431,12.455,18.86,HardSeal Transit Crate,0.285,0.229,0.234,162148
CAR-C-0015946,1,CL-527508,S-686957,platinum,81750000,1500,4,35.49,21.103,7.394,20.038,HardSeal Transit Crate,0.326,0.34,0.68,5716624
CAR-C-0015947,1,CL-559845,S-251517_???8512,rare earths,2550000,30000,5,1.58,1,25.231,19.668,QuantumCrate Module,0.314,0.294,0.248,674363
CAR-C-0015948,1,CL-858252,S-863848,supplies,800000,80000,3,28.79,17.505,14.273,28.115,DockArc Freight Case,0,0.185,0.643,22968
CAR-C-0015949,1,CL-385891,S-752928,gold,474600000,3500,4,34.98,23.972,19.167,35.919,LongHaul Vault Canister,0.423,0.129,0.083,0
CAR-C-0015950,2,CL-385891,S-752928,gold,474600000,3500,4,34.98,23.972,19.167,35.919,LongHaul Vault Canister,0.423,0.129,0.083,49209644
CAR-C-0015951,1,CL-321369,S-345384,cobalt,5200000,100000,1,41.13,22.569,5.458,11.708,LongHaul Vault Canister,0.127,0.291,0.152,488216
CAR-C-0015952,2,CL-321369,S-345384,cobalt,5200000,100000,1,41.13,22.569,5.458,11.708,LongHaul Vault Canister,0.127,0.291,0.152,1908101
CAR-C-0015953,3,CL-321369,S-345384,cobalt,5200000,100000,1,41.13,22.569,5.458,11.708,LongHaul Vault Canister,0.127,0.291,0.152,146697
CAR-C-0015954,1,CL-642411,S-321842,platinum,147150000,2700,4,55.07,25.894,17.849,9.415,HardSeal Transit Crate,0.303,0.188,0.678,7289597
CAR-C-0015955,1,CL-268084,S-130586,gold,474600000,3500,4,19.14,11.221,7.982,1.419,HardSeal Transit Crate,0.238,0.341,0.555,62671086
CAR-C-0015956,1,CL-733549,S-441028,cobalt,8320000,160000,2,29.78,18.12,14.919,25.269,HardSeal Transit Crate,0.154,0.198,0.157,314543
CAR-C-0015957,1,CL-182986,S-881819,gold,339000000,2500,4,57.38,33.025,11.81,16.816,DeepSpace Haulbox,0.321,0.243,0.717,26090324
CAR-C-0015958,1,CL-002261,S-551718,rare earths,2125000,25000,3,1.58,1,16.312,20.217,DeepSpace Haulbox,0.245,0.214,0.182,123142
CAR-C-0015959,2,CL-002261,S-551718,rare earths,2125000,25000,3,1.58,1,16.312,20.217,DeepSpace Haulbox,0.245,0.214,0.182,34003
CAR-C-0015960,1,CL-522769,S-042369,platinum,81750000,1500,3,12.81,6.845,14.557,34.179,DockArc Freight Case,0.203,0.209,0.241,4757135
CAR-C-0015961,1,CL-409182,S-720281,titanium,875000,125000,3,1.82,1.013,10.327,39.757,LongHaul Vault Canister,0.28,0.165,0.626,81403
CAR-C-0015962,1,CL-579102,S-335587,lithium,6150000,75000,2,22.4,16.203,94.74455175,11.503,QuantumCrate Module,0.194,0.272,0.734,404260
CAR-C-0015963,1,CL-080610,S-245467,supplies,1000000,100000,3,28.13,17.412,16.197,35.273,LongHaul Vault Canister,0.224,0.106,0.107,26536
CAR-C-0015964,1,CL-705298,S-598318,gold,339000000,2500,3,45.8,27.43,10.903,29.812,LongHaul Vault Canister,0.331,0.363,0.346,23069665
CAR-C-0015965,2,CL-705298,S-598318,gold,339000000,2500,3,45.8,27.43,10.903,29.812,LongHaul Vault Canister,0.331,0.363,0.346,33092204
CAR-C-0015966,1,CL-478741,S-782488,lithium,12300000,150000,5,40.21,23.138,19.937,26.39,QuantumCrate Module,0.401,0.221,0.757,282714
CAR-C-0015967,1,CL-943745,S-518246,titanium,1225000,175000,3,36.9,19.152,19.326,37.503,QuantumCrate Module,0.246,0.162,0.687,154089
CAR-C-0015968,1,CL-805188,S-244204,gold,678000000,5000,3,24.57,18.414,13.043,23.804,HardSeal Transit Crate,0.158,0.235,0.083,35732267
CAR-C-0015969,2,CL-805188,S-244204,gold,678000000,5000,3,24.57,18.414,13.043,23.804,HardSeal Transit Crate,0.158,0.235,0.083,70907544
CAR-C-0015970,1,CL-738728,S-313653,rare earths,4250000,50000,3,28.13,14.011,23.542,11.971,HardSeal Transit Crate,0.264,0.326,0.718,236802
CAR-C-0015971,1,CL-124820,S-413016,supplies,800000,80000,4,30.33,10.965,8.834,25.012,LongHaul Vault Canister,0.223,0.366,0.238,56657
CAR-C-0015972,1,CL-300275,S-433012,cobalt,9360000,180000,2,1.58,1.19,16.131,32.457,QuantumCrate Module,0,0.226,0.198,600744
CAR-C-0015973,1,CL-079564,S-950214,lithium,6150000,75000,3,16.16,12.926,10.436,26.16,LongHaul Vault Canister,0.171,0.236,0.359,267307
CAR-C-0015974,1,CL-347044,S-562397,gold,610200000,4500,4,37.8,22.657,9.895,23.345,DockArc Freight Case,0.251,0.228,0.089,36012951
CAR-C-0015975,1,CL-575682,S-309937,rare earths,3400000,40000,4,26.99,16.785,16.668,27.424,HardSeal Transit Crate,0.193,0.228,0.083,65103
CAR-C-0015976,1,CL-828235,S-053864,cobalt,9360000,180000,4,7.6,4.169,19.856,18.634,HardSeal Transit Crate,0.145,0.361,0.232,2163008
CAR-C-0015977,1,CL-490535,S-608856,cobalt,6240000,120000,3,34.36,22.814,14.033,21.224,DockArc Freight Case,0.273,0.214,0.168,592161
CAR-C-0015978,2,CL-490535,S-608856,cobalt,6240000,120000,3,34.36,22.814,14.033,21.224,DockArc Freight Case,0.273,0.214,0.168,259397
CAR-C-0015979,1,Unknown,S-519727,cobalt,10400000,200000,2,60.61,39.94,14.326,27.31,DockArc Freight Case,0.299,0.279,0.221,952956
CAR-C-0015980,2,CL-899810,S-519727,cobalt,10400000,200000,2,60.61,39.94,14.326,27.31,DockArc Freight Case,0.299,0.279,0.221,233888
CAR-C-0015981,3,CL-899810,S-519727,cobalt,10400000,200000,2,60.61,39.94,14.326,27.31,DockArc Freight Case,0.299,0.279,0.221,275842
